City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,hami,42.8,93.45,7.05,15,84,0.21,CN,1709872254
362,jinzhou,41.1078,121.1417,3.53,18,0,7.1,CN,1709872254
363,birao,10.2849,22.7882,21.9,13,28,3.87,CF,1709872254
364,kamloops,50.6665,-120.3192,1.55,60,75,3.09,CA,1709872255
365,mathura,27.5,77.6833,18.95,19,0,1.38,IN,1709872255
366,ghanzi,-21.5667,21.7833,22.89,53,18,2.7,BW,1709872255
367,puerto yuca,2.9383,-73.2083,23.65,87,70,1.46,CO,1709872255
368,magadan,59.5667,150.8,-9.15,70,93,1.38,RU,1709872255
369,bamboo flat,11.7,92.7167,30.05,58,100,2.57,IN,1709872255
370,tuskegee,32.424,-85.6916,17.64,100,97,2.2,US,1709872255
371,silvia,2.611,-76.3785,12.37,95,77,1.96,CO,1709872256
372,soio,-6.1349,12.3689,27.11,87,100,0.54,AO,1709872256
373,sao tome,0.3365,6.7273,27.42,79,58,1.41,ST,1709872256
374,castillos,-34.1667,-53.8333,18.74,91,38,3.05,UY,1709872256
375,gadzhiyevo,69.2551,33.3362,-3.27,78,100,4.61,RU,1709872256
376,st. john's,47.5649,-52.7093,-2.69,95,100,10.8,CA,1709872205
377,san andres,12.5847,-81.7006,28.01,74,20,3.6,CO,1709872257
378,thunder bay,48.4001,-89.3168,0.99,51,40,5.14,CA,1709872257
379,illizi,26.4833,8.4667,15.57,29,5,2.03,DZ,1709872257
380,srinagar,34.0833,74.8167,7.81,63,91,1.11,IN,1709872257
381,kyshtovka,56.555,76.6271,-12.94,93,98,4.64,RU,1709872257
382,porbandar,21.6422,69.6093,26.99,36,4,2.06,IN,1709872257
383,fort bragg,35.139,-79.006,14.0,96,0,0.0,US,1709872243
384,bethanie,-26.4833,17.15,17.27,42,0,0.79,NA,1709872258
385,brookings,44.3114,-96.7984,-3.27,81,0,2.06,US,1709872258
386,baghdad,33.3406,44.4009,10.95,66,0,1.03,IQ,1709872135
387,lushun,38.8,121.2667,3.12,41,0,7.15,CN,1709872258
388,karambakkudi,10.4667,79.1333,30.98,48,40,1.8,IN,1709872258
389,tateyama,34.9833,139.8667,7.96,76,75,5.14,JP,1709872258
390,mayma,52.0197,85.9114,-4.93,79,85,1.34,RU,1709872259
391,malyye derbety,47.9547,44.6808,-3.32,78,7,1.94,RU,1709872259
392,sierra grande,-41.606,-65.3557,21.22,45,47,5.0,AR,1709872259
393,robertsport,6.7533,-11.3686,26.24,89,88,3.11,LR,1709872259
394,neya,58.2972,43.8681,-4.11,95,98,2.59,RU,1709872259
395,rantauprapat,2.1,99.8333,24.82,97,100,0.51,ID,1709872259
396,sao bento,-6.2833,-37.75,21.57,88,51,1.73,BR,1709872260
397,lautoka,-17.6167,177.4667,29.92,70,75,3.09,FJ,1709872218
398,puerto cabezas,14.0351,-83.3888,24.52,86,0,3.33,NI,1709872260
399,sao francisco,-15.9486,-44.8644,22.23,73,49,1.39,BR,1709872260
400,san juan,-31.5375,-68.5364,27.04,49,0,2.21,AR,1709872260
401,great bend,38.3645,-98.7648,7.24,91,100,5.14,US,1709872260
402,ebon,4.582,168.6964,27.81,82,100,11.01,MH,1709872261
403,mahdia,35.5047,11.0622,14.97,61,99,6.58,TN,1709872261
404,khash,28.2211,61.2158,13.62,53,1,2.2,IR,1709872261
405,ellore,16.7,81.1,29.05,38,8,2.19,IN,1709872261
406,souillac,-20.5167,57.5167,26.3,94,75,3.09,MU,1709872261
407,tari,12.4086,4.4914,26.45,12,94,2.63,NG,1709872262
408,ingeniero jacobacci,-41.3427,-69.5448,12.96,32,76,8.38,AR,1709872262
409,bodaybo,57.8506,114.1933,-2.39,84,100,1.72,RU,1709872263
410,igarka,67.4667,86.5833,-15.46,90,100,4.69,RU,1709872263
411,namdrik,5.5994,168.1028,27.86,84,100,11.0,MH,1709872263
412,oriximina,-1.7656,-55.8661,24.25,96,100,1.53,BR,1709872263
413,haiku-pauwela,20.9219,-156.3051,22.8,81,40,7.72,US,1709872263
414,pangody,65.85,74.4859,-14.53,93,100,2.14,RU,1709872264
415,kerikeri,-35.2268,173.9474,20.49,67,33,1.7,NZ,1709872264
416,raduzhny,62.0961,77.475,-12.67,93,100,5.19,RU,1709872264
417,dudinka,69.4058,86.1778,-19.66,98,96,0.52,RU,1709872264
418,togur,58.3631,82.8265,-14.92,92,92,2.68,RU,1709872265
419,okmulgee,35.6234,-95.9605,17.25,55,100,2.57,US,1709872265
420,fonte boa,-2.4959,-66.2662,24.08,98,100,0.24,BR,1709872265
421,shitanjing,39.2342,106.3439,3.33,20,2,1.13,CN,1709872265
422,vila velha,-20.3297,-40.2925,26.08,96,75,0.45,BR,1709872241
423,gospic,44.5461,15.3747,2.83,92,79,2.02,HR,1709872266
424,acarau,-2.8856,-40.12,25.71,88,88,2.89,BR,1709872173
425,mejit,10.2753,170.8646,26.69,82,68,11.31,MH,1709872266
426,kaa-khem,51.6833,94.7333,-17.0,89,55,1.28,RU,1709872266
427,sirjan,29.452,55.6814,12.27,32,86,3.88,IR,1709872267
428,pont rouge,48.8833,-72.0825,-5.84,79,4,2.35,CA,1709872267
429,bel ombre,-4.6167,55.4167,29.91,74,20,0.51,SC,1709872267
430,cacequi,-29.8836,-54.825,21.51,90,64,3.79,BR,1709872267
431,borkum,53.5809,6.6915,3.97,76,0,8.8,DE,1709872267
432,les andelys,49.25,1.4167,4.51,90,82,5.53,FR,1709872268
433,kailua-kona,19.6406,-155.9956,25.98,79,75,4.63,US,1709872202
434,port colborne,42.9001,-79.2329,4.98,74,17,4.09,CA,1709872268
435,crane,31.3974,-102.3501,17.75,16,48,5.51,US,1709872269
436,cee,42.9547,-9.188,8.23,89,98,10.26,ES,1709872269
437,ribeira brava,32.65,-17.0667,14.35,70,14,3.58,PT,1709872269
438,fang,19.9169,99.2145,37.09,16,5,1.84,TH,1709872269
439,muikamachi,37.0667,138.8833,6.83,73,59,2.01,JP,1709872270
440,semur-en-auxois,47.4833,4.3333,2.33,91,22,3.42,FR,1709872270
441,cartagena del chaira,1.3349,-74.8429,23.38,98,97,0.75,CO,1709872270
442,mossel bay,-34.1831,22.146,20.46,66,2,1.94,ZA,1709872270
443,boa vista,2.8197,-60.6733,29.99,58,0,2.57,BR,1709872270
444,rengasdengklok,-6.1592,107.2981,31.07,62,100,6.97,ID,1709872271
445,ferkessedougou,9.6,-5.2,27.19,64,85,3.5,CI,1709872271
446,maumere,-8.6199,122.2111,29.26,80,90,1.81,ID,1709872271
447,ola,59.5833,151.2833,-8.81,70,87,2.42,RU,1709872271
448,forster,-32.1667,152.5167,27.38,62,11,4.45,AU,1709872271
449,sidney,-33.8679,151.2073,31.84,62,20,6.17,AU,1709872031
450,dombovar,46.3766,18.137,6.44,91,100,1.57,HU,1709872272
451,bubaque,11.2833,-15.8333,25.1,58,92,3.74,GW,1709872272
452,jamestown,42.097,-79.2353,5.01,79,0,6.69,US,1709872048
453,las heras,-46.5419,-68.9359,14.27,45,72,2.97,AR,1709872272
454,aflou,34.1128,2.1023,9.36,38,61,7.41,DZ,1709872272
455,el porvenir,13.7617,-87.3458,26.63,76,0,1.27,HN,1709872273
456,santiago de cuba,20.0247,-75.8219,24.06,88,20,1.54,CU,1709872273
457,fasa,28.9383,53.6482,9.58,57,40,0.0,IR,1709872273
458,weno,7.4515,151.8468,30.97,66,100,4.63,FM,1709872273
459,kurmuk,10.55,34.2833,25.37,14,13,1.6,SD,1709872273
460,lata,40.1629,-8.3327,10.6,85,99,6.22,PT,1709872274
461,watsa,3.0372,29.5355,19.64,88,91,0.82,CD,1709872274
462,sittwe,20.15,92.9,29.12,35,17,4.83,MM,1709872274
463,uyar,55.81,94.3153,-5.53,75,100,4.35,RU,1709872274
464,santa isabel,-23.3156,-46.2214,23.61,98,99,1.24,BR,1709872275
465,kidal,18.4411,1.4078,21.35,9,67,3.74,ML,1709872275
466,tarnogskiy gorodok,60.4997,43.5761,-1.73,96,100,3.35,RU,1709872275
467,primero de mayo,-32.2552,-58.4228,21.97,48,97,3.32,AR,1709872275
468,chagoda,59.164,35.3285,-1.17,92,100,3.77,RU,1709872275
469,safotu,-13.4513,-172.4018,28.75,74,57,1.33,WS,1709872276
470,pemangkat,1.1667,108.9667,29.21,72,100,5.25,ID,1709872276
471,kupang,-10.1667,123.5833,27.32,100,75,1.54,ID,1709872276
472,macau,22.2006,113.5461,22.06,59,40,4.63,MO,1709871853
473,taroa,8.7058,171.2275,26.83,83,83,11.09,MH,1709872277
474,eyl,7.9803,49.8164,27.41,70,30,4.13,SO,1709872277
475,kuching,1.55,110.3333,28.91,91,40,2.68,MY,1709872075
476,kuta,-8.7233,115.1723,31.97,79,20,3.6,ID,1709872277
477,dompu,-8.5356,118.4622,30.56,79,71,1.39,ID,1709872277
478,alesund,62.4723,6.1549,2.96,87,10,0.0,NO,1709872278
479,kuybyshev,55.4475,78.3218,-14.77,93,93,2.87,RU,1709872278
480,brooks,50.5834,-111.8851,-16.01,85,6,2.57,CA,1709872210
481,george town,5.4112,100.3354,30.97,72,20,1.54,MY,1709872093
482,kill devil hills,36.0307,-75.676,11.0,93,75,5.66,US,1709872092
483,eureka,40.8021,-124.1637,6.63,90,1,1.34,US,1709872279
484,narayangarh,30.4833,77.1333,21.6,36,0,2.82,IN,1709872279
485,sol'-iletsk,51.1631,54.9918,-15.31,97,93,0.77,RU,1709872279
486,al ghayzah,16.2079,52.176,27.0,72,93,5.26,YE,1709872280
487,sal rei,16.1833,-22.9167,20.98,73,38,10.3,CV,1709872280
488,bathsheba,13.2167,-59.5167,27.34,83,40,7.72,BB,1709872281
489,mar del plata,-38.0023,-57.5575,19.97,79,44,4.92,AR,1709872281
490,pisco,-13.7,-76.2167,23.03,78,0,6.69,PE,1709872282
491,las pedroneras,39.45,-2.6739,4.54,79,59,9.96,ES,1709872282
492,mount pearl,47.5166,-52.7813,-3.15,95,100,10.8,CA,1709872282
493,nishinoomote,30.7333,131.0,13.31,47,20,12.35,JP,1709872283
494,imbituba,-28.24,-48.6703,26.03,88,100,5.77,BR,1709872283
495,padang,-0.9492,100.3543,25.03,95,100,2.36,ID,1709872283
496,undurkhaan,47.3194,110.6556,-9.55,78,17,2.0,MN,1709872284
497,shimoda,34.6667,138.95,9.2,71,98,1.68,JP,1709872284
498,kamaishi,39.2667,141.8833,2.68,93,100,3.2,JP,1709872285
499,isangel,-19.55,169.2667,27.06,89,100,1.54,VU,1709872285
500,muynoq,43.7683,59.0214,6.33,60,100,5.33,UZ,1709872285
501,le puy-en-velay,45.0437,3.8852,4.25,82,67,4.98,FR,1709872156
502,sault ste. marie,46.5168,-84.3333,1.31,74,0,2.57,CA,1709872072
503,ajaccio,42.0,8.9167,4.03,81,0,4.12,FR,1709872283
504,tevriz,57.509,72.4042,-11.38,91,92,4.25,RU,1709872287
505,moree,-29.4667,149.85,32.57,22,100,3.35,AU,1709872288
506,strasburg,48.5834,7.743,4.6,93,0,1.03,FR,1709872282
507,kot addu,30.4692,70.9671,21.58,23,0,1.04,PK,1709872288
508,kirakira,-10.4544,161.9205,28.94,83,95,3.9,SB,1709872288
509,jean-rabel,19.8533,-73.1917,24.17,82,1,2.38,HT,1709872289
510,tilcara,-23.5776,-65.3509,11.32,80,84,1.19,AR,1709872289
511,talcahuano,-36.7167,-73.1167,12.82,88,20,3.09,CL,1709872289
512,diego de almagro,-26.3667,-70.05,19.39,43,82,0.31,CL,1709872289
513,ust-tsilma,65.441,52.1498,-14.52,93,100,3.65,RU,1709872290
514,arkhangel'sk,64.5401,40.5433,-3.26,86,40,3.0,RU,1709872265
515,emerald,-23.5333,148.1667,30.19,43,99,8.21,AU,1709872290
516,severo-yeniseyskiy,60.3725,93.0408,-15.24,92,88,2.24,RU,1709872290
517,preston,53.7667,-2.7167,5.94,79,100,6.55,GB,1709872291
518,tezu,27.9167,96.1667,27.03,26,12,2.18,IN,1709872291
519,rajaori,33.3833,74.3,15.13,47,82,1.68,IN,1709872291
520,kratie,12.4881,106.0188,36.97,33,94,2.18,KH,1709872291
521,chernyshevskiy,63.0128,112.4714,-8.34,93,100,3.2,RU,1709872292
522,weining,26.85,104.2333,5.8,75,100,3.32,CN,1709872292
523,umm al quwain city,25.5647,55.5552,22.01,68,45,3.19,AE,1709872292
524,arkadelphia,34.1209,-93.0538,16.54,100,75,2.57,US,1709872201
525,kalat,29.0225,66.5916,7.55,23,0,0.61,PK,1709872292
526,ciudad lazaro cardenas,17.9583,-102.2,22.2,81,10,1.06,MX,1709872293
527,puerto deseado,-47.7503,-65.8938,13.97,91,81,10.5,AR,1709872293
528,ujae,8.9322,165.7642,27.07,84,100,10.38,MH,1709872293
529,fort drum,44.0584,-75.7619,3.81,69,0,3.6,US,1709872293
530,plastun,44.7561,136.2939,-1.3,41,96,2.87,RU,1709872294
531,saldanha,-33.0117,17.9442,18.03,90,97,4.02,ZA,1709872294
532,uzes,44.0167,4.4167,7.68,81,67,0.96,FR,1709872294
533,craig,40.5153,-107.5464,0.97,80,100,2.57,US,1709872294
534,mkushi,-13.6202,29.3939,18.84,94,98,1.49,ZM,1709872295
535,yelizovo,53.1873,158.3805,-2.92,42,75,10.0,RU,1709872295
536,princeville,45.7668,-61.2985,1.06,97,100,2.57,CA,1709872295
537,miramar beach,30.3744,-86.3586,18.12,94,0,0.0,US,1709872295
538,lorengau,-2.0226,147.2712,28.32,80,100,1.41,PG,1709872295
539,ararat,39.8317,44.7049,-0.81,64,60,1.29,AM,1709872296
540,rio gallegos,-51.6226,-69.2181,12.03,76,0,10.29,AR,1709872296
541,al bardiyah,31.7561,25.0865,13.33,80,2,1.88,LY,1709872296
542,galliano,29.4422,-90.2992,21.0,83,0,3.6,US,1709872296
543,port moresby,-9.4431,147.1797,29.39,74,78,2.84,PG,1709872218
544,las tablas,7.7667,-80.2833,24.54,99,9,3.79,PA,1709872296
545,bonthe,7.5264,-12.505,25.09,85,84,2.42,SL,1709872296
546,la gi,10.6667,107.7833,30.46,54,100,10.02,VN,1709872297
547,tokonou,9.65,-9.7833,23.98,63,56,4.16,GN,1709872297
548,arno,60.1167,18.6333,-2.34,94,15,3.49,SE,1709872297
549,inari,68.906,27.0288,-1.89,98,100,1.31,FI,1709872298
550,micheweni,-4.9667,39.8333,28.76,75,56,1.58,TZ,1709872298
551,fortaleza,-3.7227,-38.5247,27.9,89,75,4.12,BR,1709872064
552,isola di capo rizzuto,38.96,17.0933,7.32,65,2,1.89,IT,1709872299
553,qamdo,31.1667,97.2333,-0.12,29,98,2.98,CN,1709872299
554,sirinhaem,-8.5908,-35.1161,26.72,76,24,3.53,BR,1709872299
555,douz,33.4663,9.0203,16.01,31,100,3.05,TN,1709872299
556,summerland,49.5998,-119.6691,2.1,50,20,3.6,CA,1709872299
557,mohr,54.3528,9.7167,1.59,97,75,4.12,DE,1709872300
558,vila franca do campo,37.7167,-25.4333,15.23,87,87,7.72,PT,1709872300
559,kasaragod,12.5,75.0,31.49,43,1,2.72,IN,1709872300
560,richards bay,-28.783,32.0377,24.75,88,27,2.15,ZA,1709872300
561,afua,-0.1567,-50.3867,24.76,96,100,1.99,BR,1709872300
562,fuwwah,31.2029,30.5502,10.52,84,0,2.0,EG,1709872301
563,odder,55.9731,10.153,-0.13,93,5,2.95,DK,1709872301
564,kisai,36.1,139.5833,10.06,69,99,3.67,JP,1709872301
565,san pablo villa de mitla,16.9167,-96.4,17.15,58,0,1.66,MX,1709872301
566,tekirova,36.5017,30.5272,13.29,73,15,2.42,TR,1709872302
567,usogorsk,63.4106,48.6872,-8.52,96,100,3.47,RU,1709872302
568,aral,40.5156,81.2636,8.91,26,91,3.21,CN,1709872302
569,sanming,26.2486,117.6186,17.64,46,5,2.38,CN,1709872097
570,tanumah,27.1,44.1333,15.13,37,80,2.78,SA,1709872302
571,yeppoon,-23.1333,150.7333,31.88,65,99,9.92,AU,1709872302
572,hobyo,5.3505,48.5268,28.31,70,4,6.22,SO,1709872303
573,canto do buriti,-8.11,-42.9444,24.08,79,35,1.85,BR,1709872303
574,haimen,23.1935,116.6142,19.94,67,54,7.51,CN,1709872303
575,buriti bravo,-5.8372,-43.8336,22.55,98,85,0.95,BR,1709872303
576,egletons,45.4034,2.0507,3.23,81,91,2.4,FR,1709872304
577,kawalu,-7.3817,108.2082,30.0,73,100,0.47,ID,1709872304
578,centralia,46.7162,-122.9543,3.88,91,0,0.0,US,1709872304
579,kedrovyy,56.1667,91.8167,-2.77,91,100,3.54,RU,1709872304
580,novaya igirma,57.1334,103.9112,-0.44,87,98,4.74,RU,1709872304
581,punata,-17.55,-65.8333,13.88,85,97,1.74,BO,1709872305
582,kenora,49.8167,-94.4337,-9.46,79,100,3.09,CA,1709872305
583,arawa,-6.2132,155.5367,30.22,71,100,1.61,PG,1709872030
584,codrington,-38.2667,141.9667,22.69,49,40,6.56,AU,1709872305
585,greenville,35.6127,-77.3663,13.09,89,75,0.45,US,1709871883
586,golfito,8.639,-83.166,25.31,91,77,0.5,CR,1709872306
587,danielskuil,-28.1887,23.5395,16.91,33,0,2.01,ZA,1709872306
588,arafat,21.3594,39.9664,21.94,42,0,2.08,SA,1709872306
589,haysville,37.5645,-97.3523,11.18,91,75,4.12,US,1709872306
590,trelleborg,55.3751,13.1569,-1.03,74,1,3.56,SE,1709872306
591,lynn haven,30.2455,-85.6483,17.77,92,0,0.45,US,1709872246
592,manoc-manoc,11.9416,121.9428,27.56,68,98,6.8,PH,1709872306
593,namie,37.4833,141.0,5.95,90,100,4.53,JP,1709872307
594,belmar,40.1785,-74.0218,9.5,77,100,4.12,US,1709872307
595,balkh,36.75,67.0,12.53,51,91,3.29,AF,1709872307
596,fairfield,41.2668,-73.3162,7.25,79,0,4.12,US,1709872297
